id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
2456,402,hippie,"a tiny toy train that gathers up my recyclables and sorts them for me, like a coin sorting machine","I can recycle easily ",Energy,,"recycling, trains, sorting","2015-12-30 09:05:57",1,0
2457,398,"home occupant","my smart fridge to connect with my phone to indicate whether I am running low on neccessary food suuplies","I would always be prepared when I go to the grocery store",Health,,,"2015-12-30 09:06:08",1,0
2458,399,"home owner","my smart house to alert me about stppages in gutters and downspouts","flooding and water damage can be avoided.",Safety,,"flooding, gutters","2015-12-30 09:06:39",1,0
2459,394,"home owner","My smart home to prevent long showers.","my water bill will stay at a minimum",Energy,"water conservation","water, preservation","2015-12-30 09:06:41",1,0
2460,397,"person that loves to be fit","my smart home to record my weight, body fat, and my daily calorie intake,","I can keep an accurate record.",Other,Fitness,,"2015-12-30 09:06:55",1,0
2461,401,"home occupant","If any letter dorped in my letter box.","I can know immidietly.",Other,communication,,"2015-12-30 09:07:10",1,0
2462,402,"cat owner","a series of well placed airhorns (but a different frequency than the litter box airhorn and the garden airhorn) ","I can spook the cat off of unwanted surfaces ",Entertainment,,"airhorns, cats, alarms ","2015-12-30 09:07:23",1,0
2463,399,"home owner","my smart home to alert me when my wife is headed home","I can have dinner ready for her!",Entertainment,,"good husband, happy wife","2015-12-30 09:07:44",1,0
2464,400,parent,"app controlled motion detectors so i know if my child is going someplace he isn't supposed to be","when i'm busy my kid can't wander off and get hurt",Safety,,"#motion detectors #children","2015-12-30 09:07:47",1,0
2465,395,"home occupant","my curtains to auto open and close at certain times","i can get the proper lighting and the house will be safer at night because no one can peer in",Safety,,"safety, curtains, lighting","2015-12-30 09:07:56",1,0
2466,397,"home occupant","my smart home to play my playlists or audiobooks no matter where I am in the house,","I can enjoy them wherever I might be.",Entertainment,,,"2015-12-30 09:08:55",1,0
2467,394,"home owner","my smart home to alert me when my mail is delivered","I can get it as soon as possible when I am waiting for certain mail",Other,service,"mail. delivery","2015-12-30 09:09:41",1,0
2468,401,"home occupant","if the weather is near to raining","I can close the window.",Safety,,,"2015-12-30 09:09:53",1,0
2469,400,"home occupant","smart ovens and toasters that can maintain the temperature of food, even when cold so that you can put breakfast in the oven/toaster overnight and have it cook on a timer or via app","i can be lazy and cook from bed",Other,convenience,#food,"2015-12-30 09:10:02",1,0
2470,395,"home occupant","toilets to auto flush when necessary to conserve water ","i do not waste water",Energy,,"water, conserve ","2015-12-30 09:10:12",1,0
2471,398,"home occupant","the shower temperature to be adjust based off the users pervious settings","it would cut back on the wait time for the bathroom, since the temperature is already preset for the users perferences. ",Energy,,,"2015-12-30 09:10:16",1,0
2472,404,"home owner","all electronics attached to circuit breaker, and the home to turn off the breaker after a long period of inactivity","I can save electricity",Energy,,"electricity, electronics","2015-12-30 09:11:06",1,0
2473,395,"home occupant","the litter box to be auto cleaned when dirty","the house stays sanitary and the air is always clean",Health,,"cats, litter box, fresh air, allergens","2015-12-30 09:11:30",1,0
2474,398,"home occupant","the shower to have a preset music and radio system ","I can listen to the news while preparing for work or school",Entertainment,,,"2015-12-30 09:11:54",1,0
2475,404,"daughter of a senior citizen","spoken reminders to take medicine at the right times","doses aren't skipped or doubled",Health,,"seniors, medicine, reminders","2015-12-30 09:12:12",1,0
2476,397,"environmentally conscious home occupant,","my smart home to dim or turn off lights if no one is home, ","I know I'm not wasting energy.",Energy,,,"2015-12-30 09:12:17",1,0
2477,394,"home owner","my smart home to notify me when there is a faulty outlet or wiring.","I can have it fixed and prevent a hazard such as a fire; and the house will not burn down.",Safety,"health, safety","outlet, overheating, faulty","2015-12-30 09:12:21",1,0
2478,399,"home owner","my smart home to update me on food inventory while I am shopping","I buy what is needed and avoid over buying.",Other,efficiancy,"internet of things","2015-12-30 09:12:22",1,0
2479,400,"home occupant","app/alarm controlled retractable stairs","the second floor can be secure in case of zombie attacks or a swat raid",Safety,,"#police raid #security #defense","2015-12-30 09:12:38",1,0
2480,399,"home owner","my smart home to notify me when items have expired","I can dispose of properly.",Safety,,"food, disposables, internet of things","2015-12-30 09:13:53",1,0
2481,400,parent,"smart toilets that automatically urine test ","i know when my kid is smoking doobies after school",Other,"privacy invasion","#drugs #teenagers #smart toilets","2015-12-30 09:14:28",1,0
2482,397,"pet owner","my smart home to automatically give my cats kibble if I don't get home by a certain time,","I know my cats don't go hungry.",Health,,,"2015-12-30 09:14:31",1,0
2483,404,cook,"my refrigerator to recognize, inventory, and display everything inside","I won't waste energy and time staring into it",Energy,,"energy, green, time-saving","2015-12-30 09:15:01",1,0
2484,398,parent,"my entertainment system to alert me off the movies and tv shows my children are watch ","I can monitior the programs that my children are viewing when I am not in the room with them",Entertainment,,,"2015-12-30 09:15:09",1,0
2485,394,"home owner","my smart home to alert me when someone is using a computer","I can monitor what the grand kids are viewing.",Safety,caution,"internet,safety,children","2015-12-30 09:15:48",1,0
2486,399,"home owner","my smart home to open dog doors at set intervals","my dogs can go outside when I am not home.",Health,,"happy puppies, dog training","2015-12-30 09:15:51",1,0
2487,401,parent,"monitor my childrens TV","so I can prevent them to watch bad channels",Entertainment,,,"2015-12-30 09:16:06",1,0
2488,391,"home owner and father","A light that will go off in my room at night when there are noises in the house","I can wear my headphones when watching movies on my iPad late at night and can also be aware of one of my kids are up or there are any disturbances in my home.",Safety,,,"2015-12-30 09:16:08",1,0
2489,404,"home owner","a zapper that automatically zaps insects that may come inside","I can avoid an infestation",Health,,"bugs, zapper","2015-12-30 09:16:18",1,0
2490,400,"home occupant","a smart closet that keeps track of what i wear and chooses outfits for me ","i'm always looking sharp and don't wear the same outfits all the time",Other,vanity,"#smart closet ","2015-12-30 09:16:32",1,0
2491,397,"home occupant","my smart home to always be connected to the internet,","I can control certain home functions like the lights or thermostat whether I am home or away.",Energy,,,"2015-12-30 09:16:49",1,0
2492,401,parent,"monitor if there any insect in the room","to prevent insect bite.",Health,,,"2015-12-30 09:17:12",1,0
2493,391,"home owner","a voice controlled door and window lock","I don't miss any",Safety,,,"2015-12-30 09:17:22",1,0
2494,394,grandparent,"my smart home to alert me when some one is watching inappropriate channels on TV","I can control what the kids watch.",Health,"safety, discipline","Television, kids","2015-12-30 09:18:10",1,0
2495,397,"pet owner","my smart home to give me access to video from within my home,","I can keep an eye on things if I'm away for a long time.",Safety,,,"2015-12-30 09:18:16",1,0
2496,391,"movie buff","something to list all new available movies within all of my available platforms in a single location","I know when something new is available",Entertainment,,,"2015-12-30 09:18:27",1,0
2497,391,"music lover","voice controlled speakers and stations","I don't have to search for remotes",Entertainment,,,"2015-12-30 09:19:04",1,0
2498,404,"pet owner","my home to interact with my pets when I am away, by dispensing treats, toys, turning on water, etc","my pets are happy and occupied",Entertainment,,"pets, health","2015-12-30 09:19:06",1,0
2499,401,"home owner","monitor external wall, if there any mud","I can repair it on time",Safety,,,"2015-12-30 09:19:08",1,0
2500,397,"home occupant","my smart home to send me texts or email updates on energy use,","I know where I'm using the most energy.",Energy,,,"2015-12-30 09:19:39",1,0
2501,391,cook,"the stove and oven to auto set to the correct temperature for the dish I'm cooking","It cooks appropriately",Health,,,"2015-12-30 09:19:46",1,0
2502,391,"exercise enthusiast","A weight scale to store and analyze my weight trends","I know where I stand",Health,,,"2015-12-30 09:20:43",1,0
2503,394,"home owner","my smart home to remind me when my bills are due.","I do not risk having my utilities disconnected due to late or non-payment",Safety,"safety, health","bills, timely","2015-12-30 09:20:57",1,0
2504,397,"home occupant","my smart home to notify me immediately if there are weather alters in my area,","I know if something bad is happening.",Safety,,,"2015-12-30 09:20:59",1,0
2505,391,"coffee lover","a coffee pot that can be controlled via mobile app","I don't have to manually set the pot",Health,,,"2015-12-30 09:21:20",1,0
2506,404,cook,"I want my smart home to project voice activated recipes and information from the internet onto the wall","I don't have to touch anything with dirty hands if I need to know something unexpected",Entertainment,,"cooking, recipes, kitchen","2015-12-30 09:21:38",1,0
2507,391,"money conscious person","To be aware of my utility usage and estimated cost at any time","I can not be surprised when the bills arrive and can take steps to cut back when we've used excess.",Energy,,,"2015-12-30 09:22:43",1,0
2508,404,"woman who wears makeup","voice activated light settings with different shades of lighting","I can see myself in ""natural light"" and other light while still in my bathroom",Other,"hygiene, grooming","makeup, bathroom, lighting","2015-12-30 09:23:44",1,0
2509,391,"person who hates stepping out the shower in the cold air","a heater that will heat the bathroom to a certain degree while the shower is on","I'm comfortable after my showers",Health,,,"2015-12-30 09:23:56",1,0
2510,394,"home owner","my smart home to let me know when the air inside becomes contaminated with uncleanliness or germs that can spread","I can use an air cleaning system to clean the air",Health,,"dehumidifiers, clean air","2015-12-30 09:24:22",1,0
2511,391,"pet owner","a pet dish that will auto fill with water and food","I don't forget to feed my cats",Health,,,"2015-12-30 09:24:30",1,0
2512,404,gardener,"moisture detecting sensors in the ground","the sprinklers can automatically water as necessary",Other,gardening,"garden, water, sprinklers, lawn, landscaping","2015-12-30 09:24:36",1,0
2513,405,parent,"the pool to alarm when anyone gets in without using the code","my toddlers won't drown",Safety,,,"2015-12-30 09:25:39",1,0
2514,405,parent,"the door to alarm when anyone under a certain height opens it","my toddlers won't escape",Safety,,,"2015-12-30 09:26:18",1,0
2515,401,"home occupant","monitor room lights.","to mentain room lights as per requirment all time",Health,,,"2015-12-30 09:27:51",1,0
2516,405,"pet owner","an alarm when the dog is chewing something I didn't give him","so he can't chew everything in site",Safety,,,"2015-12-30 09:27:54",1,0
2517,404,"pet owner","my smart home to automatically raise windows in the event of a fire ","I and my pets can escape (especially so they can escape when I am not home)",Safety,,"pets, fire","2015-12-30 09:28:41",1,0
2518,405,"pet owner","a camera linked to my smart phone with video of the dogs","i can supervise them when I'm not in the same room",Safety,,,"2015-12-30 09:28:50",1,0
2519,405,"cat owner","a siren to go off when the cat gets on anything they shouldn't","they don't contaminate food or make messes",Health,,,"2015-12-30 09:29:27",1,0
2520,401,"home occupant","monitor electric line if there any lickege.","prevent possible disaster",Safety,,,"2015-12-30 09:29:45",1,0
2521,404,"home occupant","my smart home to automatically contact the fire department in case of a fire","they can come as quickly as possible",Safety,,"fire, fire department, alert","2015-12-30 09:29:45",1,0
2522,405,"dog owner","an alarm on the garbage can that goes off when anything is removed by something on 4 legs","they don't eat out of the garbage",Health,,,"2015-12-30 09:30:31",1,0
2523,404,"home occupant","my smart home to automatically dispense fire extinguishing (safe) chemicals in case of a major fire","damage will be limited",Safety,,"fire, safety","2015-12-30 09:30:45",1,0
2524,405,"home occupant","self cleaning toilet","so its always clean",Health,,,"2015-12-30 09:31:01",1,0
2525,405,"home occupant","a self closing toilet with a lock","I don't sit in the water and toddlers can't get in to play",Safety,,,"2015-12-30 09:31:36",1,0
2526,405,"payer of bills","an alert when the water in the toilet or any water appliance is leaking","i don't waste water",Energy,,,"2015-12-30 09:32:13",1,0
2527,405,"payer of bills","light sensors built into plugs used for Christmas lights","so they shut off in daylight automatically",Energy,,,"2015-12-30 09:33:19",1,0
2528,401,"home occupant","my smart phone notify me when my fevarite program on my TV.","I can watch it.",Entertainment,,,"2015-12-30 09:33:46",1,0
2529,406,"home occupant","Self loading washer and dryer ","Myself and elderly people or people with back problems can have an easier time doing laundry",Health,,#health,"2015-12-30 09:34:17",1,0
2530,401,parent,"notify me if there are any shortage in my kitchen product.","I can buy at time.",Health,,,"2015-12-30 09:35:36",1,0
2531,401,"home occupant","norify me if I put things in wrong place","I can put it on right place",Safety,,,"2015-12-30 09:37:34",1,0
2532,406,"home occupant","Television that prioritizes my favorite programs","I can enjoy television with friends and family",Entertainment,,#entertainment,"2015-12-30 09:38:43",1,0
2533,406,"pet owner","Self refilling food bowls","My pets can have enough to eat if I have to take long trips",Safety,,#pets,"2015-12-30 09:39:40",1,0
2534,406,"home occupant","appliances that automatically power off when not in use","I can save energy and money",Energy,,#energy,"2015-12-30 09:40:26",1,0
2535,406,consumer,"App that lets me know when I need to purchase more of something","I never run out of things ",Health,,#purchases,"2015-12-30 09:41:13",1,0
2536,406,"home occupant","self watering plants","My plants can continue to be watered when I'm away",Health,,#plants,"2015-12-30 09:44:03",1,0
2538,406,"video game player","automatic updating consoles","I can get the latest downloads and updates instantly",Entertainment,,#videogames,"2015-12-30 09:50:27",1,0
2539,406,"home occupant","Air chemical detection system","I know what is in the air, especially when home renovation is happening",Safety,,"#health #home renovation","2015-12-30 09:52:24",1,0
2540,406,caregiver,"fall detection walls/floors","I know if a loved one has fallen or is hurt",Safety,,"#safety ","2015-12-30 09:53:16",1,0
2541,406,"home occupant","Smart recipe books","I can make meals/recipes based on whatever I have in the house",Health,,"#health, #food","2015-12-30 09:54:38",1,0
2545,411,"home occupant","a setting that will turn off all lights when movement is not detected in a room","I can save on electricity.",Energy,,"Lights, Auto, Movement","2015-12-30 10:14:51",1,0
2546,411,"home occupant","a stove that has voice comand settings ","can save time whilst I prep.",Other,Convienence,"Stove, Voice Command","2015-12-30 10:17:14",1,0
2547,411,"home occupant","a siri like feature where my house can google things","I can have a talking house.",Entertainment,,"House,Talking","2015-12-30 10:19:16",1,0
2548,411,"home occupant","to be able to control the heat of the water to the degree","I can get the perfect shower, or bath.",Health,,"Water Heater, Bathroom","2015-12-30 10:21:26",1,0
2549,411,"home occupant","automatic locks on the doors","I ensure there will never be human error.",Safety,,"Locks,Door.","2015-12-30 10:23:12",1,0
2550,411,"home occupant","an alarm feature that has pressurse sense windows  ","I can ensure the protection of my home.",Safety,,"Alarm, Sensors","2015-12-30 10:23:59",1,0
2551,411,"home occupant","A feautre to take the humidity out of the air","it is refreshable breathable air.",Energy,,"AC, Humidity","2015-12-30 10:26:20",1,0
2552,411,"home occupant","A thermostat that flucuates with the peak levels of electricity use, and regulates itself","I save on energy costs.",Energy,,"AC, Thermostat","2015-12-30 10:27:46",1,0
2553,411,"home occupant","A self cleaning shower, and toilet","I can save time in cleaning.",Health,,"Bathroom, Self-Cleaning.","2015-12-30 10:29:00",1,0
2554,411,"home occupant","A floor feature  that sucks up loose debris intov vents in the wall","I never have to vaccum again.",Other,Cleaning,"Vaccum, Floor","2015-12-30 10:29:42",1,0
2555,413,"home occupant","when leaving outside all the lights to be turned off.","my current bill would be less.",Energy,,"current bill saver","2015-12-30 10:58:13",1,0
2556,413,parent,"should monitor when the tv is on and what kind of shows my kid sees","i will guide her well",Safety,,"child growth","2015-12-30 11:01:13",1,0
2557,413,parent,"to get alerts when any kind of natural disasters going to happen.","to save my family.",Safety,,"safety alerts","2015-12-30 11:03:02",1,0
2558,413,parent,"to have all the required medicines","i dont want to go to shop last time.",Health,,medications,"2015-12-30 11:05:20",1,0
2559,413,"home occupant","to wake me up at the correct time in the morning.","i can prepare and move ",Health,,sleep,"2015-12-30 11:07:09",1,0
2560,413,"home occupant","to get alert daily weather, accordingly set the water heater temperature.","so that i can get a good bath and wear clothes accordingly.",Health,,"body temperature","2015-12-30 11:11:20",1,0
2561,413,"home occupant","to get alerts when someone knocks my door.","i can get alerted when a stranger enters in.",Safety,,"be safe","2015-12-30 11:13:16",1,0
2562,413,"home occupant","to know when the water in the tank is going to fill.","so that water can be saved from pouring from it.",Energy,,conservation.,"2015-12-30 11:14:31",1,0
2563,415,"home owner","my home to regulate my energy use","I can save money and help the environment.",Energy,,"home, energy","2015-12-30 11:15:15",1,0
2564,413,"home occupant","when going to bed , in a single click all the led bulbs, switches should be turned off.","so that i dont want to go to all the rooms to off the unwanted lights.",Safety,,"save energy","2015-12-30 11:15:56",1,0
2565,415,parent,"the house to wake my kids up in the morning","I dont have to do it",Health,,"kids, house","2015-12-30 11:16:37",1,0
2566,414,"home owner","an automatic vacuum","the house is clean when I get home from work",Health,Environment,"smart vacuum","2015-12-30 11:17:02",1,0
2567,413,"home occupant","to know any cameras targeting us to capture us without our permission.","we would be more safe.",Safety,,alert,"2015-12-30 11:17:43",1,0
2568,415,"home owner","the doors to lock automatically behind me when coming or going.","the house will always be secure",Safety,,"lock, secure","2015-12-30 11:18:20",1,0
2569,414,"home owner","outside motion detectors and a video recorder","I know if someone has been trespassing on my property",Safety,Security,"motion detector, outside","2015-12-30 11:19:07",1,0
2570,415,mother,"the bathtub to self regulate water tempertature","my kids never get burned by hot water",Safety,,"bathtub, regulate, temperature","2015-12-30 11:19:29",1,0
2571,414,"home owner","a smart dishwasher","my dishes will be cleaned while I'm at work",Other,Housekeeping,"smart dishwasher","2015-12-30 11:20:28",1,0
2572,415,occupant,"my tv to find my favorite shows automatically","I dont have to search for them",Entertainment,,"tv, shows","2015-12-30 11:20:54",1,0
2573,414,"home owner","a gas detector","if there's carbon monoxide or other poisonous gases inside, the authorities are notified",Safety,,"poison gas detector","2015-12-30 11:21:26",1,0
2574,415,"pet owner","my home to remind me when its time to walk the dog","I never forget",Health,,"dog, walk, remind","2015-12-30 11:21:48",1,0
2575,414,"home occupant","a smart washing machine that turns on automatically or by remote command","the clothes are washed and ready to be placed in the dryer by the time I get home from work",Energy,Housekeeping,"smart washing machine, clothes","2015-12-30 11:22:49",1,0
2576,415,"home owner","the windows to open and close at the touch of a button","I never struggle with opening or closing a window again.",Safety,,"windows, opwn, close","2015-12-30 11:23:16",1,0
2577,414,"home occupant","water leak detection","I or authorities are notified if a pipe bursts or leaks",Safety,,"water leaks, detector","2015-12-30 11:24:03",1,0
2578,415,parent,"my kitchen to tell me when Im low on the kids favorite foods","I never run out of anything",Health,,"kitchen, food, kids","2015-12-30 11:24:32",1,0
2579,414,child,"a smart video game system","it knows what I want to play when I turn it on",Entertainment,,"video game","2015-12-30 11:24:48",1,0
2580,415,"home occupant","my home to turn off lights automatically when someone leaves a room","electricity is not wasted.",Energy,,"lights, room","2015-12-30 11:25:50",1,0
2581,414,"home occupant","smart smoke alarms","the authorities are notified if there's a fire and my family is awoken so they can escape.",Safety,,"smoke alarm, fire","2015-12-30 11:26:15",1,0
2582,415,"home owner","the house to inform me of any insect intruders","I can keep my home bug free",Health,,"insect, intruders","2015-12-30 11:26:56",1,0
2583,414,parent,"a pool alarm","I am notified if a child should wander onto the grounds where the swimming pool is located",Safety,,"child safety, swimming pool","2015-12-30 11:27:14",1,0
2584,414,"home office worker","a smart computer system","it is up and ready for work in the morning automatically without my having to turn it on",Other,Office,"computer, PC, self-employed","2015-12-30 11:28:16",1,0
2585,417,"home occupant","a bathtub that fills to a predetermined water level","I don't use an excess of water",Other,Water,"Water Bathtub","2015-12-30 11:43:14",1,0
2586,417,"home occupant","a thermostat that regulates the temperature inside the house and turns off when needed","it cuts down on energy costs",Energy,,"thermostat, temperature, heat","2015-12-30 11:46:33",1,0
2587,417,"home occupant","lights that turn off in rooms when there is no movement detected in a certain amount of minutes","it cuts down on energy costs",Energy,,"Lights, Movement","2015-12-30 11:48:40",1,0
2588,417,"home occupant","a low flow toliet that automatically flushes when someone walks away","it saves water and you never have to manually flush again",Other,Water,"Toliet, Automatic, Flush","2015-12-30 11:50:29",1,0
2589,417,"home occupant","electronics to automatically come on at set time, around the time I arrive home from work","dont have to do it myself and can immediately relax",Entertainment,,Automatic,"2015-12-30 11:52:31",1,0
2590,417,"home occupant","a surveillance system that records movement outside my house and uploads it to my home server","I can see any potential intruders",Safety,,"Security, Surveillance","2015-12-30 11:54:50",1,0
2591,417,"home occupant","a health monitoring system that can detect my blood pressure and other critical health factors","I can take precautionary measures to live a better and healthier life",Health,,"Health, Monitor","2015-12-30 11:57:57",1,0
2592,417,"home occupant","a food device that organizes food portions and/or calories","I can maintain a healthy weight and lifestyle",Health,,"Automatic, Calories, Weight","2015-12-30 12:01:55",1,0
2593,417,"home occupant","a securty system that automatically locks doors and windows after a certain time of the day","I can keep intruders out of my house when I'm not there or I'm sleeping",Safety,,"Lock, Security, Automatic","2015-12-30 12:03:44",1,0
2594,417,"home occupant","a device that heats the roof of the house to melt snow","if there is ever a large snowstorm, I dont run the risk of my roof colapsing",Safety,,"Roof, Snow, Melt, Collapse","2015-12-30 12:06:32",1,0
2595,419,cook,"to know when my spices are getting low","I know when to buy another of that spice",Other,Cooking,"grocery spices food organizing","2015-12-30 12:13:40",1,0
2596,419,cook,"a shopping list to be generated automatically when I throw away empty containers of food","I don't have to write down and maintain the grocery list",Other,Cooking,"grocery shopping cooking food ","2015-12-30 12:14:21",1,0
2597,419,"dog owner","the door to unlock open automatically when my dog needs to use the bathroom, then let him back in, and then shut and lock the door behind him","I don't have to go home on my lunch break to let the dog out",Energy,,"dog, walk, door, open, automatic","2015-12-30 12:15:51",1,0
2598,419,"home owner","the Christmas lights to turn off and on automatically","I don't have to worry about a fire",Safety,,"christmas, lights, fire, automatic","2015-12-30 12:24:01",1,0
2599,419,"home owner","the thermostat to automatically detect when we are in REM sleep to decrease the temperature","we save money and energy",Energy,,"thermostat, money, sleep, energy, temperature","2015-12-30 12:24:52",1,0
2600,419,"home owner","a vacuum that automatically cleans the floor when it senses that it is dirty","my floors stay clean",Other,Cleaning,"cleaning, vacuum, floor, dirty","2015-12-30 12:47:40",1,0
2601,419,"home owner","a garage door that automatically sense when I get in my car and opens the door or when my car approaches the door and opens the door","I don't have to use a garage door opener",Other,Convenience,"garage, door, car, opener","2015-12-30 12:52:42",1,0
2602,419,"home owner","smart key locks","I can open my doors with my smartphone or a fingerprint sensor if I lose my keys",Safety,,"keys, doors, sensor","2015-12-30 12:53:28",1,0
2603,419,"home owner","a smart shower that reads temperature and time spent in the shower","I can save water, time, and energy",Energy,,"shower, temperature, time, energy, water","2015-12-30 12:56:25",1,0
2604,419,"music listener","a refrigerator that plays music","I can easily listen to music while cooking and doing meal preparation",Entertainment,,"refrigerator, music, cooking","2015-12-30 12:57:43",1,0
2605,420,"home occupant","my shower to immediately turn to a warm temperature before I get in","I can have a comfortable show",Health,,"shower, bath, water","2015-12-30 13:06:33",1,0
2606,420,parent,"front door to lock if I am in the shower or busy cooking","my child cannot get out on their own",Safety,,"children, door","2015-12-30 13:07:05",1,0
2607,420,"home occupant","my water heater to turn off by itself at night","I can save money on my electricity and water bills",Energy,,"water, heat, money","2015-12-30 13:07:34",1,0
2608,420,"home occupant","my television to automatically turn off if I fall asleep on the couch","it doesn't waste extra electricity",Energy,,"tv, sleep","2015-12-30 13:08:20",1,0
2609,420,parent,"my stove to immediately cool down after I am done cooking","my child cannot get burned",Safety,,"cooking, steve","2015-12-30 13:12:24",1,0
2610,420,"home owner","my doors to lock if an intruder comes in","they cannot escape and will be caught by police",Safety,,"burglary, theft","2015-12-30 13:34:20",1,0
2611,420,parent,"my pool to automatically cover itself when my child is playing outside","they will not fall in or rown",Safety,,"pool, children","2015-12-30 13:34:48",1,0
2612,420,"home occupant","my blinds to close when the house gets too sunny","it stays cool inside",Energy,,"light, windows","2015-12-30 13:35:20",1,0
2613,420,"home occupant","my dishwasher to automatically open when it's finished","the dishes can dry out easier",Other,comfort,dishes,"2015-12-30 13:35:57",1,0
2614,420,parent,"my tub to stop filling when it reaches halfway","my child can easily take a bath safely",Safety,,"children, bath","2015-12-30 13:36:25",1,0
2615,427,"home owner","a security system that informs me of doors opening","I can know who is in my home at any time",Safety,,Privacy,"2015-12-30 13:58:01",1,0
2616,427,gamer,"the house to increase the volume when I'm playing","I can enjoy the game more",Entertainment,,"Video games","2015-12-30 13:58:37",1,0
2618,427,friend,"my house to adjust lighting based on how many people are there","people can see well and the house is nice looking",Energy,,Lighting,"2015-12-30 13:59:06",1,0
2620,427,"music fan","my house to turn speakers on depending on which room I'm in","I can hear my music wherever I go",Entertainment,,Music,"2015-12-30 14:00:21",1,0
2622,423,parent,"to protect my children from harm","they will feel safe in their own home and in the immediate area of the home",Safety,,"alarm, barrier","2015-12-30 14:00:46",1,0
2623,429,renter,"to be able to notify my landlord when there is a maintenance problem automatically though a smart home app.","i don't have to take the time and contact the landlord when I have a maintenance problem",Other,Maintenance,"Maintenance, Notifications, Apps","2015-12-30 14:01:20",1,0
2624,427,parent,"the lights to dim when it gets late","my children will get sleepy and know when it's time for bed",Energy,,Kids,"2015-12-30 14:01:23",1,0
2625,427,parent,"the oven to only function when I'm in the kitchen","the kids won't hurt themselves",Safety,,Oven,"2015-12-30 14:01:46",1,0
2627,424,"home occupant","the fireplace to turn on as soon as I enter the living room","I can be warm and comfortable in the winter",Energy,,"fireplace, heating","2015-12-30 14:01:54",1,0
2628,423,smoker,"a reminder or alarm sent when I have a lit cigarette and I am not in the same room","I can prevent potential fires",Safety,,,"2015-12-30 14:02:04",1,0
2629,427,"home owner","the windows to automatically lock at night","I can prevent break-ins",Safety,,"windows, robbery","2015-12-30 14:02:11",1,0
2630,429,father,"to be able to have a robot with cameras on it roam my house at my control.","I can see what's going on with my children when i'm not home.",Entertainment,,"Family, Cameras, Security","2015-12-30 14:02:13",1,0
2631,427,parent,"the garage door to only open on my command","the kids can't get out of the house",Safety,,garage,"2015-12-30 14:02:39",1,0
2632,426,"home occupant","my smart home to inform me if I haven't consumed enough calories at certain points in the day. ","I would be able to have energy throughout the day. ",Health,,"Diet, Food, Health","2015-12-30 14:02:39",1,0
2633,424,parent,"an alarm every time my child gets close to the top of the stairs","a fall can be prevented",Safety,,"stairs, child safety","2015-12-30 14:03:00",1,0
2634,429,"sports fan","my televisions to be automatically switched to the stations that my favorite sports teams are playing on.","I don't forget to watch the games.",Entertainment,,"Sports, Entertainment, Automation","2015-12-30 14:03:13",1,0
2635,427,"home owner","the temperature to automatically adjust based on how hot or cold it is outside","I am comfortable",Energy,,temperature,"2015-12-30 14:03:17",1,0
2637,423,"person who likes movies","a projector that can be hidden when not in use but when in use can use a wall as a screen with the clarity of a HD TV. ","we can watch movies and TV on a big screen",Entertainment,,"TV, Movies","2015-12-30 14:03:31",1,0
2638,427,parent,"the ability to lock all doors on command","I can put the house into lock down to protect my kids",Safety,,lockdown,"2015-12-30 14:03:58",1,0
2639,429,"car owner","to be able to start my vehicle from a button inside the house.","I don't have to use an app on my smartphone or go outside to start my car.",Other,"Ease of use.","Automation, Hardware, Wireless","2015-12-30 14:04:07",1,0
2640,424,"music lover","my Pandora station to turn on when I enter a room","I can enjoy my music without effort",Entertainment,,"music, Pandora","2015-12-30 14:04:43",1,0
2641,423,"home owner","a mutil detector for smoke, radon, carbon monoxide all in one unit ","I do not have to have many detectors for different elements in my home",Safety,,"detector, alarm","2015-12-30 14:04:51",1,0
2642,429,farmer,"to be notified when my crops need to be watered","i know when to water them",Energy,,"Farming, Energy, Notifications","2015-12-30 14:04:56",1,0
2643,426,"home occupant","lights in my smart home to open when I enter a room and turn off as I leave. ","I can conserve energy and save money. ",Energy,,"lights, energy, conservation","2015-12-30 14:05:01",1,0
2645,429,"connoisseur of fine bathroom entertainment","a panoramic theater system in my bathroom","I can i can be entertained while I go poopoo.",Health,,"Health, Entertainment, Home Theater","2015-12-30 14:06:11",1,0
2646,433,"home owner","my smart home to turn off the oven after a certain time","I wont burn the food",Safety,,"oven, safety","2015-12-30 14:06:28",1,0
2647,429,"energy conservationist","to shut off my hot water heaters when I am not at home ","I save energy by not heating water when I don't need it.",Energy,,"Energy Conservation","2015-12-30 14:06:58",1,0
2648,423,"bath taker","a feature that can fill a tub remotely to the temperature I set as well as dispense correct amounts of soap/bubble bath ","I can do other things while the tub is filling or I can have the tub ready for me when I get in. ",Health,,,"2015-12-30 14:07:06",1,0
2649,433,"home owner","my lawnmower to mow automatically","I wont have to mow the lawn",Energy,,"mower, time save","2015-12-30 14:07:22",1,0
2650,424,"health conscious person","a screen in the kitchen that will choose healthy dinner recipes for my family on a nightly basis","I don't have to make decisions on what to cook for dinner",Health,,"dinner, recipe, healthy","2015-12-30 14:07:39",1,0
2651,429,"pet owner","some kind of food dispenser that knows when to feed my cats and dogs","I do not have to do it",Other,"Ease of use.","hardward, sensory development","2015-12-30 14:07:48",1,0
2653,433,"home owner","my alarm to go off when my child opens the door","my kids will be safe",Safety,,"child, safety","2015-12-30 14:08:08",1,0
